ean;categorie;rayon;libelle_produit;prix
9240169346617;Charcuterie & Plats Traiteur;jambon cuit;4 tr le jbn label rouge sc160g;3.79
774937036705;Charcuterie & Plats Traiteur;jambon cuit;4 tr jb super leger sc amg 160;3.60
2308295865668;Charcuterie & Plats Traiteur;jambon cuit;carre de porc roti 140 g;3.39
3230681249953;Charcuterie & Plats Traiteur;jambon cuit;filet poulet roti 200g;4.54
884646591565;Charcuterie & Plats Traiteur;jambon cuit;4 tr. blanc de poulet - 25 % d;2.93
4086166264140;Charcuterie & Plats Traiteur;jambon cuit;4 tr. blc poulet - 25 % +1 tr;2.93
3052875137563;Charcuterie & Plats Traiteur;jambon cuit;2tr le roti de porc bio 80 g;3.26
3210873974585;Charcuterie & Plats Traiteur;jambon cuit;4 tr. jambon sup{rieur s.c. j';3.40
3077505762589;Charcuterie & Plats Traiteur;jambon cuit;2 tr. jambon le torchon cuit s;1.99
1872676016935;Charcuterie & Plats Traiteur;jambon cuit;4 tr. fines jambon le torchon;2.69
323503990057;Charcuterie & Plats Traiteur;jambon cuit;4 tr jb tr fin italienne sc120;2.15
7138827802969;Charcuterie & Plats Traiteur;jambon cuit;4 tr fines blanc plt f/h 120g;2.09
6482913422087;Charcuterie & Plats Traiteur;jambon cuit;le hache de dinde 2x100g;2.05
8615980094727;Charcuterie & Plats Traiteur;jambon cuit;4tr.f filet dinde fume +1 gte;2.25
3757338918571;Charcuterie & Plats Traiteur;jambon cuit;2 t le jambon a poeler 160g;2.76
9136273491925;Charcuterie & Plats Traiteur;jambon cuit;2 tranches roti de dinde 100g;2.11
1404766615846;Charcuterie & Plats Traiteur;jambon cuit;le bon paris bio 4t 120g;4.72
5183407463628;Charcuterie & Plats Traiteur;jambon cuit;tendre noix broche-25%sel2t80g;1.89
3757801734611;Charcuterie & Plats Traiteur;jambon cuit;4tr tendre noix broc -25% sel;3.15
6975694348792;Charcuterie & Plats Traiteur;jambon cuit;tendre noix sel reduit 4t;3.22
1634204307462;Charcuterie & Plats Traiteur;jambon cuit;tendre noix torchon 4t;3.10
3212893062649;Charcuterie & Plats Traiteur;jambon cuit;tendre noix le virginie 4tr 6x;2.90
1779551075934;Charcuterie & Plats Traiteur;jambon cuit;tendre noix broche 2t+1 gte;1.72
2382329635127;Charcuterie & Plats Traiteur;jambon cuit;le bon paris -25% de sel 6t+1;3.39
6225751804966;Charcuterie & Plats Traiteur;jambon cuit;tendre noix 4 tr +1 gte 200g;3.05
3595232883586;Charcuterie & Plats Traiteur;jambon cuit;tendre noix tr fines x4+1gt;2.27
1564979023264;Charcuterie & Plats Traiteur;jambon cuit;tendre noix torchon 4t+1gt 200;3.05
3245600600062;Charcuterie & Plats Traiteur;jambon cuit;tendre noix virginie 4+1;2.69
723184264851;Charcuterie & Plats Traiteur;jambon cuit;cotelette gde etouffee 180g;3.28
1762032294475;Charcuterie & Plats Traiteur;jambon cuit;jambon de paris x4;18.90
5536389712242;Charcuterie & Plats Traiteur;jambon cuit;poitrine fumee cuite x 6;1.70
4135466745481;Charcuterie & Plats Traiteur;jambon cuit;roti cuit ficelle x2;2.20
51502776632;Charcuterie & Plats Traiteur;jambon cuit;saucisson de paris cuit 220g;2.70
2453223588748;Charcuterie & Plats Traiteur;jambon cuit;jambon fume-grill 2 trs ©p 200;3.79
7227171769293;Charcuterie & Plats Traiteur;jambon cuit;pastrami de boeuf;7.36
1163049020649;Charcuterie & Plats Traiteur;jambon cuit;pastrami de boeuf au poivre;8.01
1403150185059;Charcuterie & Plats Traiteur;jambon cuit;roast dinde 142 g;4.95
4432354204274;Charcuterie & Plats Traiteur;jambon cuit;blanc de poulet 160 g;3.00
5808553673481;Charcuterie & Plats Traiteur;jambon cuit;blanc de dinde fume 160 g;2.71
8552400958750;Charcuterie & Plats Traiteur;jambon cuit;delice de dinde tranche 160g;2.40
7104535056002;Charcuterie & Plats Traiteur;jambon cuit;id bacon dinde 8tr 120g rp20%;2.26
9516493595449;Charcuterie & Plats Traiteur;jambon cuit;delice de poulet dore 120g;2.90
283311266202;Charcuterie & Plats Traiteur;jambon cuit;delice de dinde 6 tr 180 g;3.04
152121171054;Charcuterie & Plats Traiteur;jambon cuit;delice de dinde 8tr 240g;3.86
7035463625499;Charcuterie & Plats Traiteur;jambon cuit;id delice de poulet 8tr 240g;3.96
2211588991397;Charcuterie & Plats Traiteur;jambon cuit;delice de poulet tsr 4tr 120g;3.26
1255961824050;Charcuterie & Plats Traiteur;jambon cuit;id delice poulet 300g 8tr+2gt;3.96
2839247385706;Charcuterie & Plats Traiteur;jambon cuit;id delice de dinde fume 8tr 24;3.96
5878158541123;Charcuterie & Plats Traiteur;jambon cuit;jambon sup dd 2tr 80g brocel.;1.75
327699387599;Charcuterie & Plats Traiteur;jambon cuit;jambon sup dd 4tr.160g broc.r;2.96
8619360912489;Charcuterie & Plats Traiteur;jambon cuit;jambon 4 tranches dd;2.96
9943279531403;Charcuterie & Plats Traiteur;jambon cuit;mignonette fumee 240g;7.10
462803087225;Charcuterie & Plats Traiteur;jambon cuit;poulet braise en bte;8.75
5245380775855;Charcuterie & Plats Traiteur;jambon cuit;poitrine poulet trche bte 300g;9.02
1544277968378;Charcuterie & Plats Traiteur;jambon cuit;jambon dinde cuit trche 142grs;5.28
3253734730479;Charcuterie & Plats Traiteur;jambon cuit;mortadelle tranche 142grs;4.95
1699925077269;Charcuterie & Plats Traiteur;jambon cuit;chiffonnade de dinde au miel r;5.34
7620475367944;Charcuterie & Plats Traiteur;jambon cuit;blanc de dinde fumee ail et ch;8.36
9198197079136;Charcuterie & Plats Traiteur;jambon cuit;pastrami dinde fumee 300g;8.25
4818211860909;Charcuterie & Plats Traiteur;jambon cuit;poitrine dinde fumee 300g;8.05
7757917401737;Charcuterie & Plats Traiteur;jambon cuit;dinde fumee bag en tranc 270g;7.95
8164275061849;Charcuterie & Plats Traiteur;jambon cuit;chiffonade de dinde 142g;4.96
1508006813620;Charcuterie & Plats Traiteur;jambon cuit;chicken strip 400g;12.05
5120614536790;Charcuterie & Plats Traiteur;jambon cuit;chawarma poulet parguit 400g;11.79
5223311713017;Charcuterie & Plats Traiteur;jambon cuit;guilboa poit.dinde fume 142grs;4.92
9169313790981;Charcuterie & Plats Traiteur;jambon cuit;guilad pastrami de dinde 142gr;5.45
4111720911460;Charcuterie & Plats Traiteur;jambon cuit;tendre noix sup-25% sel2t 80g;1.89
8596087081540;Charcuterie & Plats Traiteur;jambon cuit;4t tendre noix bouquet herbes;2.78
1395742427759;Charcuterie & Plats Traiteur;jambon cuit;le bon paris plais & leger120g;2.49
5700924051029;Charcuterie & Plats Traiteur;jambon cuit;tendre noix sup -25%sel4t+1;3.15
5806440576913;Charcuterie & Plats Traiteur;jambon cuit;tendre noix broche -sel6t 240g;4.14
3712905579711;Charcuterie & Plats Traiteur;jambon cuit;le bon paris bouillon de legum;2.72
7173791417020;Charcuterie & Plats Traiteur;jambon cuit;le bon poulet thym 4t - 120g;2.96
4185402186363;Charcuterie & Plats Traiteur;jambon cuit;le bon poulet nature 4t +1t gr;2.45
1497702049780;Charcuterie & Plats Traiteur;jambon cuit;le bon poulet nature 4t - 120g;2.45
7418163613219;Charcuterie & Plats Traiteur;jambon cuit;tendre noix broche 4 tranches;2.79
625848080141;Charcuterie & Plats Traiteur;jambon cuit;le bon paris fume 2t;1.65
9205588205600;Charcuterie & Plats Traiteur;jambon cuit;le bon paris -25% de sel 4t;2.72
6138073447942;Charcuterie & Plats Traiteur;jambon cuit;le bon paris a l etouffe 2t;1.43
7186360792794;Charcuterie & Plats Traiteur;jambon cuit;le bon paris -sel 6t;3.69
6834881686229;Charcuterie & Plats Traiteur;jambon cuit;le bon paris -25% de sel 2t;1.55
3029210267986;Charcuterie & Plats Traiteur;jambon cuit;le bon paris etouffe ss couene;3.89
1978239844283;Charcuterie & Plats Traiteur;jambon cuit;le bon paris etouffe s couenne;2.75
2202125340156;Charcuterie & Plats Traiteur;jambon cuit;le bon paris fume 4t;2.59
9579912107918;Charcuterie & Plats Traiteur;jambon cuit;tendre noix broche 4t+1t;2.78
7563571945751;Charcuterie & Plats Traiteur;saucissons;boudin blc irresistible 250g;2.89
144660948290;Charcuterie & Plats Traiteur;saucissons;knackis maxi 2x90 grs;1.55
2960727187013;Charcuterie & Plats Traiteur;saucissons;grille de knacki x 4 280grs;2.28
8971320424910;Charcuterie & Plats Traiteur;saucissons;fume alsace 4x100 g;4.71
7540124311126;Charcuterie & Plats Traiteur;saucissons;assiette alsacienne trs 225 g;3.99
8908709436959;Charcuterie & Plats Traiteur;saucissons;saucisse viennoise x 4 260g;3.62
3201171628928;Charcuterie & Plats Traiteur;saucissons;knacks alsace bq secab2x2 260g;4.45
4821143716258;Charcuterie & Plats Traiteur;saucissons;tartinette l'originale 150 g;1.43
3411013690149;Charcuterie & Plats Traiteur;saucissons;la fumee d'alsace qualite supe;5.90
540619582047;Charcuterie & Plats Traiteur;saucissons;saucisse de jambon 250 g;3.39
8154752108424;Charcuterie & Plats Traiteur;saucissons;saucisse de lyon qualite super;2.19
7487827425959;Charcuterie & Plats Traiteur;saucissons;saucisse de lyon fine qualite;1.99
8280756444675;Charcuterie & Plats Traiteur;saucissons;saucisse de foie 250 g;2.15
2994269133331;Charcuterie & Plats Traiteur;saucissons;saucisse francfort x6 240 g;2.85
9398453756526;Charcuterie & Plats Traiteur;saucissons;mett la delicieuse 100 g;1.49
2554229353899;Charcuterie & Plats Traiteur;saucissons;saucisse de viande courbe 300g;3.36
1501580164546;Charcuterie & Plats Traiteur;saucissons;saucisse de viande courbe bn;4.79
5681253092174;Charcuterie & Plats Traiteur;saucissons;petit cervelas bn x 4  360g;5.26
1913784585026;Charcuterie & Plats Traiteur;saucissons;saucisse francfort x 4  240 g;4.11
3798033801707;Charcuterie & Plats Traiteur;saucissons;veritable knack alsace 240 g;4.43
7893045740496;Charcuterie & Plats Traiteur;saucissons;viennoise superieure bn par 4;5.81
2107388344557;Charcuterie & Plats Traiteur;saucissons;4 saucisses fumees d alsace400;5.43
1989197251144;Charcuterie & Plats Traiteur;saucissons;saucisse strasbourg rge 240g;4.13
8825908391950;Charcuterie & Plats Traiteur;saucissons;colmett 150g;1.55
929079606211;Charcuterie & Plats Traiteur;saucissons;saucisse de foie alsace 250 g;3.23
7323119681368;Charcuterie & Plats Traiteur;saucissons;saucisse lyon tr fines 150 g;2.90
9973852414657;Charcuterie & Plats Traiteur;saucissons;saucisse lyon superieure 250g;3.47
1450198920734;Charcuterie & Plats Traiteur;saucissons;saucisse jambon tr fines 150 g;3.06
3154034861888;Charcuterie & Plats Traiteur;saucissons;saucisse jamb superieure 250g;3.99
2573287273900;Charcuterie & Plats Traiteur;saucissons;saucisse pistache tr fin 150 g;3.08
4356051329974;Charcuterie & Plats Traiteur;saucissons;saucisse pistachee superieure;3.50
2875160937817;Charcuterie & Plats Traiteur;saucissons;gendarme x 2 120g;2.74
4285530502342;Charcuterie & Plats Traiteur;saucissons;diots de savoie nat.4x90grs;4.05
8909596647102;Charcuterie & Plats Traiteur;saucissons;diots de savoie fumes 4x90grs;4.05
950574235831;Charcuterie & Plats Traiteur;saucissons;diots de savoie chou 4x90grs;4.05
8096732455585;Charcuterie & Plats Traiteur;saucissons;diots de savoie au beaufort 4x;4.99
9373366695537;Charcuterie & Plats Traiteur;saucissons;saucisse cervelas 320grs;6.28
5524264284633;Charcuterie & Plats Traiteur;saucissons;boudin blanc barbecue 300g;5.63
2685845363151;Charcuterie & Plats Traiteur;saucissons;boudin blanc brioche 300g;5.99
7479453777131;Charcuterie & Plats Traiteur;saucissons;boudin blanc rethel igp 230g;3.86
3297776020441;Charcuterie & Plats Traiteur;saucissons;boudin blanc truffe 230g;6.60
965006144649;Charcuterie & Plats Traiteur;saucissons;boudin blanc cocktail 200 g;4.29
5491584864519;Charcuterie & Plats Traiteur;saucissons;boudin blanc maroilles 230g;4.57
4972541888652;Charcuterie & Plats Traiteur;saucissons;saucisdelice volaille boeuf500;2.43
6616708014331;Charcuterie & Plats Traiteur;saucissons;saucisdelice volaille /boeuf;1.35
8184714037180;Charcuterie & Plats Traiteur;saucissons;saucisdelice volail/veau 500g;2.65
2615229406124;Charcuterie & Plats Traiteur;saucissons;id petit saucisdelice 230g;1.41
4919652314574;Charcuterie & Plats Traiteur;saucissons;mortadelice volaille olive120g;2.20
7333973163454;Charcuterie & Plats Traiteur;saucissons;saucisse vol/boeuf piquant 500;2.64
6815302007613;Charcuterie & Plats Traiteur;saucissons;les saucisdelices gout fume350;3.30
976687897770;Charcuterie & Plats Traiteur;saucissons;blanc dinde fume 4t+1 gte;2.40
839549117107;Charcuterie & Plats Traiteur;saucissons;id mortadelice olives 144g 10t;2.20
4930502844091;Charcuterie & Plats Traiteur;saucissons;saucis'delice bf oliv 500g;2.64
2804327407752;Charcuterie & Plats Traiteur;saucissons;id saucisson sec tranche 120g;3.43
5655751235213;Charcuterie & Plats Traiteur;saucissons;delice poulet dore 4t+1 gte;2.90
509946548832;Charcuterie & Plats Traiteur;saucissons;saucidelice bf piquant 230g;1.39
3574791142145;Charcuterie & Plats Traiteur;saucissons;saucidelice boeuf olive 230 g;1.39
9739214086968;Charcuterie & Plats Traiteur;saucissons;mini deliss original 200g;3.39
7288882553786;Charcuterie & Plats Traiteur;saucissons;id saucisdelice gt boeuf piqt;2.64
4662137460610;Charcuterie & Plats Traiteur;saucissons;bellevillois sauc.boeuf 550grs;7.05
3013213991311;Charcuterie & Plats Traiteur;saucissons;veritable andouille vire 300g;5.16
3563118741127;Charcuterie & Plats Traiteur;saucissons;10 trs andouille guemene 100g;3.65
7573846445792;Charcuterie & Plats Traiteur;saucissons;andouillet troyes roy 180gx2;4.54
7812612595777;Charcuterie & Plats Traiteur;saucissons;knacks alsace 4 pieces 240g;4.35
1905320496068;Charcuterie & Plats Traiteur;saucissons;saucisse viennoise 4piec 240 g;4.63
9585421654177;Charcuterie & Plats Traiteur;saucissons;saucisse francfort 240g;4.29
1724849139408;Charcuterie & Plats Traiteur;saucissons;saucisse a croquer 300g kramer;4.98
9352991811653;Charcuterie & Plats Traiteur;saucissons;cervelas 200g;1.89
4820792783498;Charcuterie & Plats Traiteur;saucissons;knacki original 6p;1.56
2940459883338;Charcuterie & Plats Traiteur;saucissons;knacki original 3x2p;2.19
2954021734908;Charcuterie & Plats Traiteur;saucissons;knacki original -25% sel 4p;1.46
5643106448096;Charcuterie & Plats Traiteur;saucissons;knackis sel reduit 10p 350g;2.26
1960232823885;Charcuterie & Plats Traiteur;saucissons;knacki poulet 4p;1.49
6279725543202;Charcuterie & Plats Traiteur;saucissons;knacki poulet 6p;2.06
7764130909608;Charcuterie & Plats Traiteur;saucissons;knacki poulet -25% sel 10p;2.87
7286881769664;Charcuterie & Plats Traiteur;saucissons;knacki poulet -sel 6p;2.11
5351912085560;Charcuterie & Plats Traiteur;saucissons;saucisses wurst 250 gx2;4.46
1407618198428;Charcuterie & Plats Traiteur;aide culinaire;des jbn cuit citterio 130g;2.95
6378684135697;Charcuterie & Plats Traiteur;aide culinaire;des pancetta citterio 130g;2.95
4096161692653;Charcuterie & Plats Traiteur;aide culinaire;aiguillet tr poulet 2x75g;3.45
1824317247808;Charcuterie & Plats Traiteur;aide culinaire;eminces de bacon 2x75g +20%grt;2.69
1283661032297;Charcuterie & Plats Traiteur;aide culinaire;emince boeuf grille 2x60g;3.69
7665279159788;Charcuterie & Plats Traiteur;aide culinaire;eminces de poulet roti;2.89
9708116865016;Charcuterie & Plats Traiteur;aide culinaire;eminces de poulet grille - 25;3.35
8052467909410;Charcuterie & Plats Traiteur;aide culinaire;des de jambon - 25 % de sel 2;2.20
7107670289003;Charcuterie & Plats Traiteur;aide culinaire;aiguillettes tranch{es de poul;3.79
2268582828473;Charcuterie & Plats Traiteur;aide culinaire;des d'epaule 2 x 75 grs+20%gt;1.33
9434524982851;Charcuterie & Plats Traiteur;aide culinaire;duo aiguillettes poulet & comt;3.96
9119060170511;Charcuterie & Plats Traiteur;aide culinaire;eminces de bacon 2x75g    150g;2.75
1535468038789;Charcuterie & Plats Traiteur;aide culinaire;allumette de jambon 2x75 grs;1.69
4683681825533;Charcuterie & Plats Traiteur;aide culinaire;allumettes de bacon fumees 200;2.86
1397891184450;Charcuterie & Plats Traiteur;aide culinaire;lard paysan tranches f.150grs;4.32
6071443781251;Charcuterie & Plats Traiteur;aide culinaire;petales de jambon cru 100 g;2.69
3096871547019;Charcuterie & Plats Traiteur;aide culinaire;allumette poumet fum{ 150g;3.69
4330624159433;Charcuterie & Plats Traiteur;aide culinaire;lardon poulet nat halal 150 g;3.48
1332636278256;Charcuterie & Plats Traiteur;aide culinaire;id lardon poulet nature 2x100g;3.96
985132189456;Charcuterie & Plats Traiteur;aide culinaire;id lardon poulet gout fume 2x1;3.96
5033421939522;Charcuterie & Plats Traiteur;aide culinaire;id des dinde nature 2x100g;2.82
1092378001725;Charcuterie & Plats Traiteur;aide culinaire;bacon crispy 55 g;3.36
7123823520609;Charcuterie & Plats Traiteur;aide culinaire;allumettes sup fum{s 2x75g  ps;1.98
1422022567091;Charcuterie & Plats Traiteur;aide culinaire;allumettes sup nature 2x75g  p;1.98
4224816014292;Charcuterie & Plats Traiteur;aide culinaire;allumettes 2 x 75 gr + 33 % gt;1.98
5725898263686;Charcuterie & Plats Traiteur;aide culinaire;all. 2 x 75 gr nature + 33 % g;1.98
1386112150912;Charcuterie & Plats Traiteur;aide culinaire;lardons moins 25% sel 150g;2.12
1488495817049;Charcuterie & Plats Traiteur;aide culinaire;allumettes fumees -sel 2x75g;2.02
7893994489811;Charcuterie & Plats Traiteur;aide culinaire;gros lardons charcutier;2.25
3854736190817;Charcuterie & Plats Traiteur;aide culinaire;lardons charcutier 2x75g;2.25
2332057979590;Charcuterie & Plats Traiteur;aide culinaire;lardons nature;2.09
9159687671678;Charcuterie & Plats Traiteur;aide culinaire;lardons nature x2;2.02
5305773520903;Charcuterie & Plats Traiteur;aide culinaire;lardons fumes;2.16
8791312427174;Charcuterie & Plats Traiteur;aide culinaire;lardons fumes x2;1.99
6521337076442;Charcuterie & Plats Traiteur;aide culinaire;allumettes natures x2;2.04
6643354670394;Charcuterie & Plats Traiteur;aide culinaire;allumettes fumes x2;1.94
4684294726481;Charcuterie & Plats Traiteur;entrees;rillettes du mans pur porc la;1.71
8248157243236;Charcuterie & Plats Traiteur;entrees;rillet.de porc roti en cocotte;2.45
8413956725542;Charcuterie & Plats Traiteur;entrees;rillettes pp sans graisse 220g;2.74
3809948149891;Charcuterie & Plats Traiteur;entrees;rillettes poulet roti 220g;2.86
2547668877889;Charcuterie & Plats Traiteur;entrees;rillettes plt roti cocotte110g;1.83
5556160599408;Charcuterie & Plats Traiteur;entrees;rillette poulet piment{ 200g;2.96
1691013464396;Charcuterie & Plats Traiteur;entrees;ter.fleuron 220g+10gtr 242grs;2.81
2611162460589;Charcuterie & Plats Traiteur;entrees;terrine de fleuron de canard ò;2.96
7809138167720;Charcuterie & Plats Traiteur;entrees;terrine de fleuron cnd 242g;2.96
8516567490675;Charcuterie & Plats Traiteur;entrees;mousse foie  1 tranche 180g;1.87
1633185436400;Charcuterie & Plats Traiteur;entrees;mousse aux cepes champ noir180;1.83
5860885724621;Charcuterie & Plats Traiteur;entrees;mousse cnd au porto tsr 150g;1.92
1362614311848;Charcuterie & Plats Traiteur;entrees;terrine camp doree tsr 150 g;1.79
7695887831230;Charcuterie & Plats Traiteur;entrees;mousse de canard 2x50g;1.55
9091429176458;Charcuterie & Plats Traiteur;entrees;rillettes de tours 220g+10%gt;2.99
6560315753354;Charcuterie & Plats Traiteur;entrees;rillettes a l ancienne 220g;3.28
7293749308657;Charcuterie & Plats Traiteur;entrees;rillettes du mans porc lr 220g;3.34
2762322699157;Charcuterie & Plats Traiteur;entrees;rillettes du mans porc lr 110g;2.06
4694127406863;Charcuterie & Plats Traiteur;entrees;rillettes d oie 220 g;3.07
4345005675610;Charcuterie & Plats Traiteur;entrees;rillettes oie 110g;2.42
5776760058238;Charcuterie & Plats Traiteur;entrees;rillettes canard recet pur can;3.44
2450762404541;Charcuterie & Plats Traiteur;entrees;rillettes de poulet aux citron;2.19
217910817686;Charcuterie & Plats Traiteur;entrees;terrine campagne l ancienn 160;2.30
1528303394308;Charcuterie & Plats Traiteur;entrees;terrine foie forestier 170g;2.40
9432934806369;Charcuterie & Plats Traiteur;entrees;mousse canard tranche 170g;2.61
2134443246093;Charcuterie & Plats Traiteur;entrees;rillettes de connerre de poule;3.40
6465156268405;Charcuterie & Plats Traiteur;entrees;pate camp echalotes 250g;3.95
7896954228266;Charcuterie & Plats Traiteur;entrees;pate camp poivre vert 250g;3.95
4374744706398;Charcuterie & Plats Traiteur;entrees;pate camp sel guerande 250g;3.95
2550344232043;Charcuterie & Plats Traiteur;entrees;veritable jamb persille 2x100g;3.05
897648400228;Charcuterie & Plats Traiteur;entrees;pate tradition ardennes 200g;3.50
6677166196499;Charcuterie & Plats Traiteur;entrees;jambon de reims 200g;3.79
3611249521562;Charcuterie & Plats Traiteur;entrees;pate croute ardennes 500g;8.29
1069521093298;Charcuterie & Plats Traiteur;entrees;pate campagne catalan 250g;2.59
978181064671;Charcuterie & Plats Traiteur;saucissons;saucisson mezenc 250g;5.30
2363530617888;Charcuterie & Plats Traiteur;saucissons;genereux cochonou 365g;5.45
2498716776236;Charcuterie & Plats Traiteur;saucissons;saucisson sec 250g;3.97
1105805909537;Charcuterie & Plats Traiteur;saucissons;max croc sec nature 200g;3.94
4228683320984;Charcuterie & Plats Traiteur;saucissons;chorizo cesar moroni dx 200 g;3.39
7736961651128;Charcuterie & Plats Traiteur;saucissons;chorizo cesar moroni fort 200g;3.49
7557692049823;Charcuterie & Plats Traiteur;saucissons;chorizo extra fort 200g;3.39
4313111401181;Charcuterie & Plats Traiteur;saucissons;saucisse fuet 175g;3.17
2344647947901;Charcuterie & Plats Traiteur;saucissons;chorizo droit moroni 200 g;3.35
8695771528329;Charcuterie & Plats Traiteur;saucissons;noix de jambon 200grs;4.98
7146764490214;Charcuterie & Plats Traiteur;saucissons;saucisson sec p.porc mont.250g;4.97
6725155354826;Charcuterie & Plats Traiteur;saucissons;le barou de montagne pp 180g;4.86
5899542127818;Charcuterie & Plats Traiteur;saucissons;saucisse sche p.porc mont.250g;4.97
9915104282979;Charcuterie & Plats Traiteur;saucissons;saucisson de savoie nature 250;4.27
3890346341758;Charcuterie & Plats Traiteur;saucissons;saucisson de savoie fume 250g;3.89
8176452779501;Charcuterie & Plats Traiteur;saucissons;saucisson de savoie aux noiset;4.46
7079773442397;Charcuterie & Plats Traiteur;saucissons;saucisson de savoie au beaufor;4.34
1262921378620;Charcuterie & Plats Traiteur;saucissons;saucisson de savoie au rebloch;4.19
8847551446;Charcuterie & Plats Traiteur;saucissons;saucisson de savoie a la tomme;4.19
5273374338166;Charcuterie & Plats Traiteur;saucissons;saucisson de savoie aux noix 2;4.19
4944635821460;Charcuterie & Plats Traiteur;saucissons;saucisson sec pur porc lr 250g;5.97
3260009592358;Charcuterie & Plats Traiteur;saucissons;saucisse seche courbe lr 300g;5.75
3441415501406;Charcuterie & Plats Traiteur;saucissons;saucisson 100% jambon 200g;4.89
8354103933548;Charcuterie & Plats Traiteur;saucissons;saucisson sec pp 300g auvergne;5.29
9424747533927;Charcuterie & Plats Traiteur;saucissons;sse seche courbe pp 300g auver;4.99
2335262028320;Charcuterie & Plats Traiteur;saucissons;saucisson montag.noir l.r.250g;4.80
1900680285124;Charcuterie & Plats Traiteur;saucissons;saucisse seche pli label rouge;4.80
8277607395637;Charcuterie & Plats Traiteur;saucissons;figatelli 260g;5.73
4567057660173;Charcuterie & Plats Traiteur;saucissons;baton berger a croquer x4 160g;3.09
1630292661464;Charcuterie & Plats Traiteur;saucissons;baton de berger le duo 250g;4.61
8323757941532;Charcuterie & Plats Traiteur;saucissons;rosette lr aoste selection 300;6.49
2304093701956;Charcuterie & Plats Traiteur;saucissons;baton berger/noisettes 250gr;4.75
3824812000308;Charcuterie & Plats Traiteur;saucissons;baton berger gout equilibre225;4.98
1781596058960;Charcuterie & Plats Traiteur;saucissons;le 1928 cochonou 250g;4.96
2543649534742;Charcuterie & Plats Traiteur;saucissons;petit baton berger nat 100g;2.69
6922326038078;Charcuterie & Plats Traiteur;saucissons;petit baton berger noix 100g;2.58
4742607013572;Charcuterie & Plats Traiteur;saucissons;petit bb format aperitif 160g;4.09
3962481585328;Charcuterie & Plats Traiteur;saucissons;saucisse courbe mezenc 250g;4.89
7090924925891;Charcuterie & Plats Traiteur;saucissons;moroni fuet epice 175g;3.17
6037879811417;Charcuterie & Plats Traiteur;saucissons;cochonou la tournee 350g;6.42
2368091114298;Charcuterie & Plats Traiteur;saucissons;bb nature referm 260g jbridou;4.54
3956327770438;Charcuterie & Plats Traiteur;saucissons;just.sech.nat.j.bridou 275g;4.54
3569136190452;Charcuterie & Plats Traiteur;saucissons;saucisson saint agaune 120g;3.79
8868193378308;Charcuterie & Plats Traiteur;saucissons;saucisson saint agaune 200g;4.46
360673990723;Charcuterie & Plats Traiteur;saucissons;saucisse la fine saint agaune;4.53
6476905106146;Charcuterie & Plats Traiteur;saucissons;saucisson saint agaune 320g;6.83
5472455667067;Charcuterie & Plats Traiteur;saucissons;les minis saint aga˜ne 75g;2.96
1862380082651;Charcuterie & Plats Traiteur;saucissons;sp{cialit{ de chorizo doux sai;5.02
3067493484631;Charcuterie & Plats Traiteur;saucissons;specialite de chorizo fort sai;5.02
1865467575469;Charcuterie & Plats Traiteur;saucissons;rosette du charcutier 400g;7.18
4707099196661;Charcuterie & Plats Traiteur;saucissons;sauci'crocq;3.36
1836236788736;Charcuterie & Plats Traiteur;saucissons;saucisson de campagne lr.200g;5.65
9656962334654;Charcuterie & Plats Traiteur;saucissons;saucisse de campagne l.r.200g;5.97
2635478179909;Charcuterie & Plats Traiteur;saucissons;s. seche 100% porc 150g poivre;4.22
6017639879357;Charcuterie & Plats Traiteur;saucissons;saucisse seche aux noisettes;4.57
8744168292948;Charcuterie & Plats Traiteur;saucissons;saucisson sec 200 g;3.59
6783114065065;Charcuterie & Plats Traiteur;saucissons;la bartavella saucisse cbe250g;4.94
1792914939978;Charcuterie & Plats Traiteur;saucissons;le batelou saucisson pp 250g;5.22
278019130688;Charcuterie & Plats Traiteur;saucissons;saucisson le cigalou 250 g;4.75
5251811201147;Charcuterie & Plats Traiteur;saucissons;mini jesus de lyon 400g;6.33
8370704479270;Charcuterie & Plats Traiteur;saucissons;saucisson tunisien 500grs;10.60
5880350795227;Charcuterie & Plats Traiteur;saucissons;saucisson artis.bride 300grs;7.39
1568179151276;Charcuterie & Plats Traiteur;saucissons;saucisse sec maigre 220g+30g;4.97
4591952754993;Charcuterie & Plats Traiteur;saucissons;saucisson sec anc vpf of spec;5.16
4959585722417;Charcuterie & Plats Traiteur;saucissons;chorizo courbe fort au piment;5.80
5826650408163;Charcuterie & Plats Traiteur;saucissons;saucisson sec artisanal au jam;5.96
8022851760293;Charcuterie & Plats Traiteur;saucissons;krakover saucisson 250grs;5.30
2667785229421;Charcuterie & Plats Traiteur;saucissons;fuet d'olot extra 170grs;2.94
3892660739085;Charcuterie & Plats Traiteur;saucissons;canitas de fuet 60g;1.50
1226282628869;Charcuterie & Plats Traiteur;saucissons;canitas poulet roti 55gr;1.56
5610427566162;Charcuterie & Plats Traiteur;saucissons;canitas barbecue 60 gr;1.56
7192704892122;Charcuterie & Plats Traiteur;saucissons;canitas chorizo fort 60gr;1.56
1871090639643;Charcuterie & Plats Traiteur;saucissons;chorizo d'olot 150 gr.;2.67
5282280610364;Charcuterie & Plats Traiteur;saucissons;chorizo dx 100% naturel 200g;4.99
